Job_Description,CV_Text,Label
"חשמלאי /ת אחזקה למפעל בקר תנובה אחריות לטיפול ותחזוקת החשמל במפעל.איתור וטיפול בתקלות.מתן מענה שוטף לקויי הייצור.משרה מלאה - א-ה, ימי שישי לסירוגין, ללא משמרות.דרישות: ניסיון של 3 שנים כחשמלאי אחזקה - חובהיכולת עצמית לאיתור תקלות ותיקונן במערכות מכניות וציוד שינוע - חובהיכולת קריאת שרטוטים טכניים להבנת מבנה מכונה ואיתור חלקים- חובההשכלה רלוונטית לתחוםהנדסאי חשמל - יתרוןידע בחשמל והבנה בנושאי בקרה ופיקוד.עדיפות לניסיון בתחום מפעלי מזון וידע במכונות אריזה.ידע באנגלית טכנית. המשרה מיועדת לנשים ולגברים כאחד.","סטודנט/ית המחפש/ת עבודה בהפקת אירועים, אחראי/ת ובעל/ת יכולת עבודה בצוות.",0
"למוסדות חינוך בחיפה דרושים /ות מאבטחים /ות למערך האבטחה של מוסדות חינוך בחיפה דרושים /ות מאבטחים /ות.עבודה במשמרות בוקר בלבד בימי א'-ו'.תנאים סוציאליים מלאים לרבות קרן השתלמות מהיום הראשון!לבעלי /ות קורס 6 ימים מוס""ח בתוקף יינתן מענק התחייבות ע""ס 3,000 ש""ח.לפרטים- שירהדרישות: שירות צבאי מלא-חובה! המשרה מיועדת לנשים ולגברים כאחד.","מאבטח/ת עם קורס בסיסי א' בתוקף, ניסיון באבטחת מוסדות ואתרים.",1
"עובד /ת אחזקה למפעל יצור לחברתנו באשדוד דרוש/ה עובד/ת מנוסה לאחזקת מכונות המיועדות לייצור נייר טואלט.התפקיד כולל ביצוע אחזקה מונעת, איתור ותיקון תקלות במערכות הידראוליות, טיפול בתקלות מכאניות, החלפת חלקים שנפגמו.זמינות למשרה מלאה בימים א-הדרישות: נסיון קודם באחזקת מכונות (מכאניקה והידרואליקה)- חובה תעודת חשמלאי מוסמך- יתרון המשרה מיועדת לנשים ולגברים כאחד.","גננת מוסמכת עם ניסיון בעבודה עם ילדי גן, סבלנית ויצירתית, זמינה למשרה מלאה.",0
"רפרנט /ית תפעול לחברת שילוח בינלאומית דרוש רפרנט/ית תפעול.התפקיד כולל פתיחה ותמחור תיקים, בדיקה ואישור חשבוניות שילוח, מעקב אחר משלוחים אוויריים וימיים ועדכון הלקוחות, פתרון בעיות מול הגורמים השונים בשרשרת האספקה ושידור נתונים במערכת היוניפרייט.דרישות: -אנגלית ברמה גבוהה- חובה-ניסיון בתחום השילוח- יתרון משמעותי -ניסיון ועבודה עם מערכות office שונות-דייקנות, אסרטיביות, תודעת שירות גבוההתנאים טובים ושכר מתגמל למתאימים* המשרה מיועדת לנשים ולגברים כאחד.","שליח/ה עם אופנוע/רכב פרטי, זמין/ה למשמרות גמישות במהלך השבוע.",1
"מאבטחים /ות, קציני /ות ביטחון לחברת אוניות נופש בינלאומית מאבטחים/ות לעבודה מאתגרת ומתגמלת בים, על גבי אוניות נופש יוקרתיות של חברת ספנות בינלאומית!התפקיד כולל שמירה על ביטחון האונייה, הנוסעים וצוות הספינה מפני איומים, חבל ה ועוד.עבודה בסביבה ייחודית ומספקת, עם ציוד מתקדם והכשרה מלאה על חשבון החברה!התפקיד הינו במשמרות וכולל פטרולים, בידוק וזיהוי ביטחוני, סריקות ושיתוף פעולה עם פיקוד האונייה והרשויות בנמלים.הזדמנות לצבירת ניסיון ולהתפתחות מקצועית בתחום הביטחון והתעשייה הימית.דרישות: שירות צבאי/משטרתי חובה אנגלית ברמה טובה חובה הופעה ייצוגית וכושר גופני גבוה רישום פלילי נקי חובה ניסיון קודם באבטחה יתרון תעודות כגון- SSO,SMB,BST - יתרוןמידע נוסף:עבודה בינלאומית ומרתקתשכר ותנאים מעוליםאופציות קידום למגוון תפקידי  ניהול החל מהשנה השנייה.מגורים ותנאי מחייה על האוניה ללא עלות.התחלת עבודה מיידית לאחר מעבר הכשרה גיוס ושיבוצים לאוניות לאורך כל השנה, מסביב ","שומר/ת עם ניסיון באבטחה, אחראי/ת ורציני/ת, זמין/ה למשמרות לילה.",1
"למשרד לעיצוב פנים בצמיחה דרוש /האדריכל /ית /מפקח /ת בנייה / מעצב /ת פנים אם תכנון, ירידה לפרטים והובלת פרויקטים מדברים אליך - יכול להיות שאנחנו מחפשים בדיוק אותך.התפקיד כולל:בדיקת תוכניות, עבודה בסביבת Revit ו-BIM,  ניהול מודלי BIM,אחריות מקצועית והובלת צוות.מה חשוב לנו:ניסיון בעבודה עם Revit ו-BIM, חשיבה תכנונית, אחריות ויכולת עבודה עצמאית.מה תקבלו אצלנו:סביבת עבודה מקצועית ונעימה, פרויקטים מעניינים, שעות עבודה גמישות ואפשרות לעבודה גם לפרילנסרים ועצמאים.מחפשים אנשים טובים שרוצים לגדול מקצועית ולהיות חלק מצוות איכותי.דרישות: ניסיון- לפחות 3 שנים המשרה מיועדת לנשים ולגברים כאחד.",עורך/ת תוכן עם ניסיון בכתיבה לרשתות חברתיות ולאתרים.,1
בוגרי /ות קורס אחיד ליחידת המאויימים היחידה לאבטחת מאוימים של T&M מגייסת מאבטחים/ות צמודים/ותבוגרי/ות קורס אחיד ארזים/רשתיתרון לבעלי תעודת מאוימיםמשימות באזור המרכז והדרוםשכר מהגבוהים בענףמתאים גם לסטודנטיםתנאים סוציאליים מלאיםזמינות מיידיתדרישות: בוגרי/ות קורס אחיד ארזים/רשת - חובה.יתרון לבעלי/ות תעודת מאוימים. המשרה מיועדת לנשים ולגברים כאחד.,"מטפל/ת סיעודי/ת עם ניסיון בטיפול בקשישים, סבלני/ת ואחראי/ת.",0
"חברה מובילה באזור חיפה מגייסת Junior  system Administrator לחברה מובילה באזור הצפון דרוש/ה  איש סיסטם גוניור/ית לתפקיד Hands-on בסביבה טכנולוגית מורכבת ופרויקטלית.תיאור התפקיד:תפעול, יישום ואינטגרציה של תשתיות IT בסביבות מחשוב מגוונותעבודה לאורך כל מחזור חיי הפרויקט - מעבדות, אתרי ניסוי ומסירה ללקוחהטמעת פתרונות, תמיכה ופתרון תקלות בתשתיות תקשורת,  חומרה, וירטואליזציה ומערכות משולבותדרישות: ניסיון של שנתיים בתפקיד  system (ניסיון צבאי רלוונטי ייחשב כניסיון מעשי)ניסיון בעבודה עם  Linux ו-Windows Serversידע וניסיון בתקשורת נתונים (Cisco / Juniper) ברמת CCNAניסיון בהתקנה, שדרוג ותחזוקת Active Directoryניסיון בעבודה עם סביבות וירטואליזציה מבוססות  VMware (vSphere, vCenter)רישיון נהיגה - חובהנכונות לנסיעות ועבודה באתרי לקוח בארץ ובחול המשרה מיועדת לנשים ולגברים כאחד.","עובד/ת מחסן עם ניסיון בליקוט ואריזה, זמין/ה למשמרות בוקר וערב.",0
שף /ית למסעדת השף 02 במלון ענבל ירושלים שף למסעדת השף 02 במלון ענבל ירושלים.מסעדה איכותית שזכתה ברציפות בשנים האחרונות להמנות בין 20 המסעדות הטובות בארץ.עבודה בימים ראשון עד חמישיתנאים מצוינים סביבת עבודה יציבה ומקצועיתדרישות: ניסיון מוכח כשף/פית במסעדות שף חובה  ניהול והובלת מטבח מקצועייכולת עבודה בצוות ויחסי אנוש מעוליםיצירתיות ומעוף המשרה מיועדת לנשים ולגברים כאחד.,טכנאי/ת תמיכה טכנית עם ניסיון בפתרון תקלות מחשוב ותקשורת.,0
"מתאמ /ת שירות לקוחות לחברה מובילה בעמקים * ניהול ההזמנה מול הלקוח מקבלת ההזמנה ועד האספקה לרבות תקשורת שוטפת מול הלקוח ומול המחלקות בתוך הארגון, מענה מהיר ומדויק לאנשי המכירות והלקוחות, בקרה על עמידה בזמני האספקה, טיפול בתלונות, משלוח דוגמאות לפי דרישה, תפעול פורטלים של לקוחות, תיאומים לוגיסטיים, הפקת דוחות פרואקטיביות בקשר עם לקוחות לעדכוני עיכובים או נושאים אחרים, זיהוי מוקדם של סיכוני אספקה / לוגיסטיקה ומציאת פתרונות בהתאם, מעקב אחר הזמנות קריטיות זיהוי הזדמנויות לשדרוג המכירה או מכירת מוצרים משלימים, שיתוף צוותי מכירות בתובנות שוק ומשובי לקוחות, תמיכה בשימור לקוחות אסטרטגים באמצעות מצוינות בשירות חיזוק והעמקת האחריות על איכות המידע במערכת  ERP - דיוק נתוני הזמנות (מקט""ים, כמויות, מחירים, מועדי אספקה, תנאי תשלום וכד'), ניתוח הסטוריית הזמנות ודפוסים, תחזוקת מידע שוטפת של לקוחות.דרישות: ניסיון מוכח בשירות לקוחות ממפעל תעשייתי גלוב","ברמן/ית עם ניסיון בברים ובאירועים פרטיים, זמין/ה לעבודת ערב ולילה.",0
"מפתח /ת -  BI ? פיתוח, תחזוקה והטמעה של פתרונות  BI ו -  DWH ארגוני? אפיון דרישות עסקיות ותרגומן למודלים ופתרונות טכנולוגיים? פיתוח תהליכי  ETL / ELT ממערכות שונות? בניית מודלים נתונים, טבלאות, קוביות ודוחות? פיתוח דשבורדים ודוחות ניהוליים לאגפים השונים? שיפור ביצועים, אופטימיזציה וטיוב נתונים? מתן תמיכה והדרכה ליוזרים השונים? השתתפות בפרויקטים חוצי ארגון ובליווי מערכות חדשותדרישות: ? תואר ראשון במדעי המחשב/  מערכות מידע /תחום רלוונטי חובה תואר שני יתרון - -? ניסיון של 3 5 שנים בפיתוח  BI חובה -? ניסיון וידע ב - SQL חובה -? ניסיון בעבודה עם כלי  BI (TARA  data, POWER  BI (חובה -? ניסיון בעבודה עם DWS ומודלי נתונים חובה -? ניסיון בפיתוח תהליכי  ETL יתרון -? הבנה עסקית ויכולת ארגון צרכים עסקיים לפתרונות  BI כישורים אישיים? חשיבה אנליטית ויכולת פתרון בעיות? יכולת עבודה עצמאית ובממשקים מרובים? תקשורת בינאיש","סטודנט/ית להנדסת תוכנה המחפש/ת עבודה בתחום הטכנולוגיה, ידע ב-Java ו-Git.",1
"דרושים.ות מתאמי.ות טיפול לאזור טבריה והסביבה אם אתם אנשי מקצוע שמחפשים הזדמנות לעבוד במקום משמעותי, להתפתח ולהשפיע, ידיד נפש היא הבחירה המושלמת עבורכם.מה אנחנו מציעים? מענק קליטה על סך 3,000 בכפוף לנהלי החברה. הדרכות מקצועיות קבועות+ הכשרות דרך בית ספר לשיקום וקמפוס עמל. לימודים מקצועיים במימון מלא - קורסים מקצועיים בתחום השיקום, עם אפשרות ללימודים נוספים, כולל לימודי פסיכותרפיה בסבסוד משמעותי. מימון לתואר שני בשדה בריאות הנפש. אפשרות לצמיחה אישית ומקצועית בארגון רחב וגדל.ליווי מתמודדי נפש- עבודה תהליכית ומשמעותית שמחברת בין עבודה פרטנית ומערכתית. אפשרות להתמחות בנישות טיפוליות כמו דרי רחוב ומכורים, להט""ב וCPTSD עם ליווי מקצועי צמוד.דרישות: דרישות התפקיד: תואר ראשון בעבודה סוציאלית / ריפוי בעיסוק או תואר שני בבריאות נפש קהילתית / טיפול באמנות / פסיכולוגיה קלינית / קרימינולוגיה קלינית. היקף המשרה: גמישות בין 50% ל-100% (מתאים גם להורי","גננת מוסמכת עם ניסיון בעבודה עם ילדי גן, סבלנית ויצירתית, זמינה למשרה מלאה.",1
"דרוש /ה נציג /ת שירות לקוחות אחראי/ת לטיפול במתעניינים בלימודים באוניברסיטה הפתוחה.המוקד מספק שירות למתעניין החל מהפנייה הראשונית, תיאום פגישות יעוץ ועד לרישום מוצלח לשביעות רצונוהעבודה הינה טלפונית ובתקשורת כתובה יש אפשרות לאמהות וסטודנטיםדרישות: ניסיון במתן שירות טלפון - יתרון כושר ביטוי ברמה גבוהה - יתרון אורינטציה מכירתית-יתרון המשרה מיועדת לנשים ולגברים כאחד.",נציג/ת תמיכה עם ניסיון בפתרון תלונות לקוחות ומענה מהיר.,1
"חברת ONE Taldor מגייסת  מיישם /ת SD למשרה באזור המרכז, על קו רכבת יישום  SAP על מודול SDכתיבת אפיונים טכניים, שימוש ב-user exits  ממשקים למערכות חיצוניותדרישות: 5 שנות ניסיון ביישום מודול SD - חובהניסיון עם S4 HANA-יתרון משמעותי! המשרה מיועדת לנשים ולגברים כאחד.",טכנאי/ת תמיכה טכנית עם ניסיון בפתרון תקלות מחשוב ותקשורת.,1
"מומחה /ית Firewall - לארגון בטחוני בבאר יעקוב לצוות אבטחת מידע ותקשורת בארגון טכנולוגי מוביל דרוש/ה מומחה/ית Firewall בעל/ת ניסיון משמעותי בעבודה עם מערכות הגנה מתקדמות, הובלת תהליכי אבטחת רשת ופתרון תקלות מורכבות בתחום התקשורת והאבטחה.תיאור התפקיד  ניהול, תחזוקה ושדרוג שוטף של מערכות Firewall ארגוניות (Check Point, Fortinet, Palo Alto).הקשחת מערכות ורשתות (Hardening) בהתאם למדיניות אבטחת המידע.תחקור תעבורה חשודה, ניתוח לוגים ומתן מענה ראשוני לאירועי אבטחה.אפיון, יישום והטמעת פתרונות אבטחה חדשים בתקשורת הארגונית.השתתפות בתכנון וארכיטקטורה של רשתות מאובטחות.עבודה שוטפת ומשותפת עם צוותי תקשורת, תשתיות,  SOC ואבטחת מידע.דרישות: דרישות התפקידניסיון של 2-4 שנים בעבודה עם מערכות Firewall ארגוניות.שליטה מעמיקה בפרוטוקולי תקשורת: TCP/IP, HTTP/S, DNS, VPN ועוד.ניסיון מוכח בהגדרת Policies, כללי Rules, וכן עבודה עם NAT, VPN, QoS.ניסיון מעשי עם ל","בודק/ת ביטחוני/ת עם תעודה בתוקף, ניסיון בבדיקות בכניסות למקומות ציבוריים.",1
"קניין /נית רכש ואחראי /ת יבוא לחברה בשפלה לחברת בשפלהדרוש/ה קניין/נית רכש ואחראי/ת יבוא טיפול ברכש חומרי גלם ורכש טכני מספקים בחו""ל ובשוק המקומי. פתיחת תיקי יבוא טיפול בתהליכי יבוא הכנת אשראי דוקומנטרי מול הבנקים מעקב אחר משלוחים (חלקי חילוף + חו""ג - ברזל) ושחרורם עד להגעה לחברה עבודה מול עמילות מכס קשר עם נמלים וחברות ספנות עבודה מול מכון התקנים - אישורים  ניהול תחום ההובלות: מעקב אחר הובלת חו""ג מחו""ל ותמחורו ביצוע התחשבנות מול מובילי חומר גלם למפעלי החברה הובלת חו""ג ללקוחות החברה ותמחורו ביצוע התחשבנות מול מובילי תוצרת גמורה ללקוחות החברה, תחזוקת מחירונים ודוחות הובלה. התפקיד כולל ממשק צמוד מול הפונקציות המרכזיות בחברה וביניהן מנכ""ל החברה, סמנכ""ל הכספים ועודדרישות: ניסיון של לפחות שנתיים בתפקיד דומה מארגון עם ריבוי  ממשקים - חובה ניסיון בעבודה עם מערכת פריוריטי - יתרון משמעותי הכירות עם מערכת ""שער עולמי"" - יתרון משמעותי שליטה מל","ברמן/ית עם ניסיון בברים ובאירועים פרטיים, זמין/ה לעבודת ערב ולילה.",0
"דרוש /ה עובד /ת ניקיון למשרדי בנק הדם ברמלה 28632 במסגרת התפקיד:ניקיון משרדים, ניקיון, מעבדות, פינוי אשפה, עבודה בימים א'-ה' בין השעות 07:00-16:00קרן פנסיה, קרן השתלמות מהיום הראשון, סל רווחה בלעדי לעובדי החברהדרישות: נכונות לעבודה בימים ובשעות הנדרשות!אמינות וחריצות.קרן פנסיה וקרן השתלמות מהיום הראשון!המשרה מיועדת לנשים וגברים כאחד.*סל הטבות ורווחה מיוחד ובלעדי לעובדי /ות אלקטרה,מתן שירותי ייעוץ בעניינים רגישים, חברתיים וכלכליים לעובדים /ות שלנו,הטבות ותנאים מעולים למתאימים/ות* המשרה מיועדת לנשים ולגברים כאחד.",טכנאי/ת אחזקה עם ניסיון בתחזוקת מבנים ומערכות.,1
"CL- CLIENT LEADER - לסוכנות דיגיטל מצליחה *  ניהול קשר שוטף עם הלקוח: שימור וטיפוח הקשר האישי, הבנת צרכי הלקוח ומתן מענה שירותי ומקצועי ברמה יומיומית. *  ניהול תהליכי עבודה (Traffic): קבלת בריפים מהלקוח, כתיבת בריפים פנימיים, וסנכרון מלא בין מחלקות המשרד השונות (קריאייטיב, סטודיו, מדיה,  סושיאל ואסטרטגיה). * בקרת איכות (  QA ): וידוא שכל תוצר שיוצא מהמשרד עומד בסטנדרטים הגבוהים ביותר ותואם את דרישות הלקוח. *  ניהול תקציב ולוחות זמנים: עמידה בדד-ליינים (Deadlines) לחוצים, מעקב אחר ניצול תקציבי פרסום וטיפול בהצעות מחיר. * הגדלת פעילות (Upsale): זיהוי הזדמנויות שיווקיות חדשות עבור הלקוח והצעת מהלכים יזומים.דרישות: -ניסיון בניהול והובלת לקוחות  -  ניהול פגישות באופן עצמאי-  ניהול והובלת אסטרטגיה ומהלכי פרסום-עבודה מול גורמים חיצוניים ופנימיים-  ניהול והובלת תקציבי הפרסום ומתן מענה מקצועי ויעיל בעולמות הדיגיטל מקצה לקצה-עבודה למול המחל",מלגזן/ית מוסמך/ת עם ניסיון בעבודה במחסן לוגיסטי.,0
"דרוש /ה שף תפעולי לצומת סביון! מותג מוביל בבקעת אונו מאז 2009, עם יציבות של 16 שנה וצוות קבוע מעל 4 שנים - מתרחבת ופותחת סניף חדש.אנחנו מחפשים שף תפעולי שיצטרף לצוות המטבח ויחזק את הפעילות הקולינרית שלנו.עלינו:המעדניה מתמחה בבישול אוכל מוכן ברמה הגבוהה ביותר, עם דגש על איכות, יצירתיות ושירות אישי. סביבת עבודה משפחתית, מקצועית ויציבה.תיאור התפקיד:- אחריות תפעולית במטבח- עבודה כחלק מצוות מקצועי ומנוסההיקף המשרה:- משמרות בוקר או ערב- עבודה בסביבה דינמית ומתגמלת- מיקום: צומת סביוןדרישות:  המשרה מיועדת לנשים ולגברים כאחד.",נציג/ת תמיכה עם ניסיון בפתרון תלונות לקוחות ומענה מהיר.,0
"דרוש /ה מחסנאי /ת לחברה מחולון! דרוש/ה מחסנאי/ת לחברה מחולון!ימים ושעות העבודה: א'-ה' 17:00-7:00.שכר: 12,000 ש""ח, תלוי ניסיון.דרישות: -ניסיון בעבודה במחסן.-עברית ואנגלית בסיסית. המשרה מיועדת לנשים ולגברים כאחד.",מלגזן/ית מוסמך/ת עם ניסיון בעבודה במחסן לוגיסטי.,1
"מבקר /ת איכות משלוחים וייצור  QC לחברה אלקטרונית-בטחונית מובילה דרוש/ה מבקר/ת משלוחים וייצור איכות מכאני -  QC בנתניה!ביצוע בקרות מלאי.איכות וכמות למשלוחים המיועדים לאתרי ייצור וללקוחות הנשלחים לייצור בחו""ל.בדיקה וספירה של מוצרים / קיטים לפני יציאה.קריאת שרטוטים ומפרטים.דרישות: ניסיון קודם בסביבת ייצור / הרכבות - חובהאנגלית ברמה טובה- חובההכשרה בתחום האיכות, קורס  QA  QC - יתרון משמעותיהבנה טכנית ויכולת קריאת שרטוטים ומסמכים - יתרוןניסיון במערכת Priority - יתרוןיכולת עבודה מדויקת, סדר וירידה לפרטיםשליטה ביישומי Ofiice המשרה מיועדת לנשים ולגברים כאחד.","סייר/ת משלוחים עם ניסיון בעיר, אחראי/ת ומדויק/ת בזמנים.",1
ראש צוות חשמל לחברה תעשייתית באשקלון דרוש/ה  ראש צוות חשמלאחריות על טיפול בתקלות שבר ואחזקה מונעת של מכונות וציוד היקפי במפעל במטרה לאפשר למפעל עבודה שוטפת ותקינה.הובלת צוות החשמל והבקרה לעמידה מוצלחת בתוכנית העבודה שנקבעת ומתן שרות שוטף לצרכים.  ניהול קריאות השרות וחלוקה למשימות עבור אנשי הצוות.נציג בוועדת בטיחות מפעלית ועוד.דרישות: רישיון חשמלאי מוסמך- חובהניסיון בבקרים מתוכנתים- חובהניסיון בניהול צוות עובדים בתעשיה בתחום החשמל והבקרה- יתרוןניסיון בתעשייהיכולת למידה עצמאית גבוהה.אנגלית ברמה טובה - יתרון. המשרה מיועדת לנשים ולגברים כאחד.,נציג/ת שירות ומכירה עם ניסיון במתן מענה פרונטלי וטלפוני ללקוחות.,0
"דרוש /ה  מיישם /ת אבטחת מידע התפקיד כולל ניסיון מעשי Hands-On בתפעול מוצרי אבטחה בתחוםתפעול ותחזוקה שוטפת של מוצרי סייבר (DLP, ENDPOINT, CDR)הקמת מערכות סייברכתיבת מדיניות יישומית במערכות הסייבר בהתאם להנחיות הארגוןכתיבת קוד במערכות הגנה השונותעבודה פרויקטלית מול צוותים ומחלקות שונותיכולות  אינטגרציה אישיות וכן עבודה מול היצרנים השוניםמשרה מלאה ברמת גן, קו רכבתדרישות: 2 שנות ניסיון בתפעול ותחזוקת מערכותידע ביישום מערכות סייבר בתחום המוצרים הבאים DLP, ENDPOINT, EDRידע וניסיון במערכות הפעלה ותשתית Active Directory, Windows,  Linux  ידע במערכות (Forcepoint DLP, Paloalto cortex XDR, trendmicro deep security)- יתרוןידע בכתיבת קוד (PowerShell,  Python, SPL, MSSQAL)- יתרוןתואר מדעי החשב - יתרוןהכרות עם סביבת ענן יתרון המשרה מיועדת לנשים ולגברים כאחד.","שומר/ת עם ניסיון באבטחה, אחראי/ת ורציני/ת, זמין/ה למשמרות לילה.",1
"מנהל /ת מוסך דרום ניהול המוסך בהיבט תפעולי, מקצועי ולוגיסטי לטובת תקינות כלי הצמ""ה עבור צורכי הרכבת ובהתאם לכללי הבטיחות ונהלי רכבת ישראל-הכנת תוכנית עבודה הכוללת בדקים, תיקונים, חידוש מערכות, שיפוץ כללי של כלי הצמ""ה -אחראי על רכש ולוגיסטיקה בתחום המוסך: דרישות, הזמנות חומרים, חלפים, ציוד וחומרים -  ניהול מסגרת תקציבית לתחומי פעילות המוסך -אחראי על ביצוע בדקים תקופתיים בכלי הצמ""האחריות על תיקוני שבר/ מזדמן -אחריות על חידוש מערכות / שיפוצים כלליים של ציוד צמ""ה -מתן אישור לתקינות כלי צמ""ה על כל מערכותיו בתחום תחזוקה, חידוש, שיפוץ/תיקון, בדק/טיפול התפקיד כולל  ניהול ישר ומקצועי של כפיפיםדרישות: -מהנדס/ת מכונות / מכטרוניקה/חשמל עם ניסיון של 5 שנים בתחזוקת ציוד מכאני במוסכים/ סדנאות ציוד תעשייתי או הנדסאי/ת מכונות / מכטרוניקה/ חשמל עם ניסיון של כ 7 שנים בתחזוקת ציוד מכאני במוסכים/ סדנאות ציוד תעשייתי ובעל/ת תעוד","דוג ווקר עם ניסיון של שנתיים, אחראי ומדויק בזמנים, גר/ה באזור המרכז.",0
"מנתח.ת מערכות DIGITAL לארגון גדול ומוביל במרכז הארץ דרוש.ה מנתח.ת מערכות דיגיטל לתפקיד הכולל אחריות מלאה על  ניתוח מערכות דיגיטליות מורכבות בסביבת WEB ו-Mobile, כולל אפיון טכני ופונקציונלי, עבודה מול  ממשקים מרובים בארגון, והובלת תהליכי  אינטגרציה בין מערכות. התפקיד משלב הבנה עמוקה בארכיטקטורות דיגיטל, תשתיות ואבטחת מידע, לצד יכולת עבודה בסביבה דינמית ומרובת פרויקטים.דרישות: ניסיון של 4 שנים ומעלה בניתוח מערכות WEB (Client + Server).השכלה רלוונטית בתחום  מערכות מידע / פיתוח  תוכנה או דומה - חובהניסיון בכתיבת אפיונים טכניים ליישומי WEB, אפליקציות Mobile ו-APIניסיון מוכח באפיון וניתוח טבלאות DB, אפיון וכתיבת שאילתות SQLעבודה שוטפת עם Postman וכלים דומים לניתוח Web Servicesהכרות עם ארכיטקטורות דיגיטל, תשתיות ואבטחת מידעיכולת אפיון ממשקי Client-Server מורכבים המשרה מיועדת לנשים ולגברים כאחד.","סטודנט/ית להנדסת תוכנה המחפש/ת עבודה בתחום הטכנולוגיה, ידע ב-Java ו-Git.",1
"דרוש/ה אנליסט /ית רו""ח בהפניקס - הזדמנות מיוחדת! הפניקס מגייסת אנליסט/ת רו""ח! עם תעודת רו""ח מוסמך! איך יראה היום שלך?- איסוף וניתוח נתוני תגמול סוכנים ממקורות מגוונים (שליפות מ DB, דוחות ממגוון מערכות)- חישובי הפרשות, כתיבה של פקודות יומן.- בקרה והתאמות בהתחשבנות מול סוכנויות הבית ומול GL ב SAP - הגדרה והפקת דוחות בתחום המאזן וייזום תהליכים לשיפורהמשרה ממוקמת במתחם האלף בראשון לציון,עבודה מהבית לאחר תקופת החפיפה ועוד המון הטבות שוותדרישות: מה תביא/י איתך?תעודת רו""ח מוסמך- חובהשליטה מעולה באקסל-חובהפיתוח בסביבת POWER QUERY באקסל וב POWERBI - חובהשליטה טובה ב -SQL -חובהידע במידול BI - יתרון משמעותיניסיון עבודה עם SAP -יתרון משמעותיהכרות עם עולם הביטוח- יתרון משמעותיידע בניתוח מערכות - יתרון*הפניקס מעודדת ותומכת בהעסקת עובדים עם מוגבלות* המשרה מיועדת לנשים ולגברים כאחד.","סטודנט/ית להנדסת תוכנה המחפש/ת עבודה בתחום הטכנולוגיה, ידע ב-Java ו-Git.",1
"רפרנט /ית קשרי לקוחות בריאות- מתאים גם לסטודנטים יש בכם תחושת שליחות ואהבת אדם? יודעים להעניק שירות? מחפשים מקום יציב שיעניק לכם שכר גבוה ויאפשר לכם מסלול קידום לעתיד? מקומכם איתנו!מדנס מגייסת רפרנט/ית קשרי לקוחות תותח/ית בתחום ביטוח בריאות למתן מענה טלפוני למבוטחי החברה.למה העבודה אצלנו הכי כדאית?* עובד/ת חברה מהיום הראשון* יום בשבוע מהבית* 8 וחצי שעות ביום, 8:00-16:30- א'-ה', לא כולל שישי ושבת* הכשרה ע""ח החברה ידע וכלים משמעותיים לתפקיד ולחיים?? ומסלולי קריירה וקידום מקצועי* ביטוח בריאות ע""ח החברה החל מהיום הראשון* סיבוס - השתתפות בארוחות על כל יום עבודה* תפגשו בצוות אנשים מהממים שהם חלק מהמשפחה  משרדי החברה בתל אביב (סמוך לקו רכבת ההגנה וגם עזריאלי) וליד תחבורה ציבורית נוחה.*המשרה מתאימה גם לסטודנטים ומשרות הורה*דרישות: *תודעת שירות גבוהה, אדיבות, סבלנות, אמפתיה - חשוב!*ניסיון ממוקדי שירות בחברות/סוכנויות ביטוח- יתרון משמעותי*היכרות ע","צלם/ת עם ניסיון בצילום אירועים ומוצרים, זמין/ה לעבודה פרילנס.",0
"לתאגיד לפיקוח וטרינרי דרוש /ה  מנהל /ת חשבונות מתחיל /ה מס' מכרז: 630370 לתאגיד ממשלתי, האחראי על העסקת מפקחים וטרינריים בפריסה ארצית, דרוש/ה  מנהל /ת חשבונות מתחיל/ה - עד שנתיים ניסיון - במשרה מלאה.עיקרי התפקיד:1. הנהלת חשבונות שוטפת ובין היתר:o טיפול בספקים ולקוחות;o הכנת וקליטת פקודות יומן.2. ריכוז התקשרויות והזמנות רכש.3. הפקת דו""חות מערכת וביצוע בקרות.4. סיוע לממונה במשימות הנהלת חשבונות.דרישות: דרישות סף:1. תעודת  מנהל /ת חשבונות סוג 1+2.דרישות נוספות רצויות:1. אחריות אישית ויכולת עבודה עצמאית.2. ידע וניסיון ב- Excel ובמערכות  ERP, ובפרט פריוריטי. על המועמדות להגיש את המסמכים המפורטים להלן:1. קורות חיים.2. מסמכים המעידים על עמידה בתנאי הסף-אישורי השכלה.3. מסמכים המעידים על עמידה בדרישות הנוספות, ככל שישנן, לרבות אישורי העסקה או תעודות.4. רשימת 2 ממליצים ופרטי יצירת קשר (הכוללים מספר טלפון לבירור המלצה). המשרה מיועדת לנשים ולגברים כאחד.","מעצב/ת גרפי/ת עם ניסיון ב-Photoshop ו-Illustrator, יצירתי/ת ומדויק/ת.",0
